Filename,Incorrect Cell,Given Input,Correct Answer
ExcelTask1\R_22RGEJ3eXGKBsCR_TasksPhoneNumbers.xlsm,A31,5012-4515,515-232-4332
ExcelTask1\R_22RGEJ3eXGKBsCR_TasksPhoneNumbers.xlsm,A32,5016-1515,515-232-4332
ExcelTask1\R_22RGEJ3eXGKBsCR_TasksPhoneNumbers.xlsm,A33,5010-5515,515-232-0540
ExcelTask1\R_22RGEJ3eXGKBsCR_TasksPhoneNumbers.xlsm,A34,5027-6515,515-438-4333
ExcelTask1\R_22RGEJ3eXGKBsCR_TasksPhoneNumbers.xlsm,A35,5001-0515,515-239-3775
ExcelTask1\R_22RGEJ3eXGKBsCR_TasksPhoneNumbers.xlsm,A36,5001-0515,515-268-2470
ExcelTask1\R_22RGEJ3eXGKBsCR_TasksPhoneNumbers.xlsm,A37,5001-0515,515-233-3141
ExcelTask1\R_22RGEJ3eXGKBsCR_TasksPhoneNumbers.xlsm,A38,5024-4515,515-228-3890
ExcelTask1\R_22RGEJ3eXGKBsCR_TasksPhoneNumbers.xlsm,A39,5004-7515,515-291-9050
ExcelTask1\R_22RGEJ3eXGKBsCR_TasksPhoneNumbers.xlsm,A40,5003-6515,515-451-4335
ExcelTask1\R_22RGEJ3eXGKBsCR_TasksPhoneNumbers.xlsm,A41,5012-4515,515-232-4332
ExcelTask1\R_22tqUir8O7BtZSi_Copy_of_TasksPhoneNumbers.xlsm,A20, 515-291-1048,515-239-3790
ExcelTask1\R_22tqUir8O7BtZSi_Copy_of_TasksPhoneNumbers.xlsm,A31,515-232-4332 ext 4403,515-232-4332
ExcelTask1\R_22tqUir8O7BtZSi_Copy_of_TasksPhoneNumbers.xlsm,A32,515-232-4332 ext 4403,515-232-4332
ExcelTask1\R_22tqUir8O7BtZSi_Copy_of_TasksPhoneNumbers.xlsm,A37,515-233-3141 x4450,515-233-3141
ExcelTask1\R_22tqUir8O7BtZSi_Copy_of_TasksPhoneNumbers.xlsm,A40,515-291-9050,515-451-4335
ExcelTask1\R_22tqUir8O7BtZSi_Copy_of_TasksPhoneNumbers.xlsm,A41,515-232-4332 ext 4403,515-232-4332
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A2,,515-233-1872
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A3,,515-382-2383
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A4,,515-433-0800
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A5,,515-432-5319
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A6,,515-220-4306
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A7,,515-433-0840
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A8,,641-227-3103
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A9,,515-239-3770
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A10,,515-239-3765
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A11,,515-242-8425
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A12,,515-433-0860
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A13,,515-239-3760
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A14,,515-733-4386
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A15,,515-795-2359
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A16,,515-232-3744
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A17,,515-275-2795
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A18,,515-999-2357
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A19,,515-239-3770
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A20,,515-239-3790
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A21,,515-291-1048
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A22,,515-291-1564
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A23,,515-827-5096
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A24,,515-382-3521
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A25,,515-433-0020
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A26,,515-232-0540
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A27,,515-268-2400
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A28,,515-387-1115
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A29,,515-275-2912
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A30,,515-438-4333
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A31,,515-232-4332
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A32,,515-232-4332
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A33,,515-232-0540
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A34,,515-438-4333
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A35,,515-239-3775
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A36,,515-268-2470
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A37,,515-233-3141
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A38,,515-228-3890
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A39,,515-291-9050
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A40,,515-451-4335
ExcelTask1\R_231Z8LssVUkP8MU_TasksPhoneNumbers.xlsm,A41,,515-232-4332
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A2,5152331872,515-233-1872
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A3,5153822383,515-382-2383
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A4,6515433080,515-433-0800
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A5,6515432531,515-432-5319
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A6,6515220430,515-220-4306
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A7,6515433084,515-433-0840
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A8,8641227310,641-227-3103
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A9,5152393770,515-239-3770
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A10,5152393765,515-239-3765
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A11,5152428425,515-242-8425
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A12,6515433086,515-433-0860
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A13,5152393760,515-239-3760
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A14,8515733438,515-733-4386
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A15,6515795235,515-795-2359
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A16,5515232374,515-232-3744
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A17,5152752795,515-275-2795
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A18,9515999235,515-999-2357
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A19,5152393770,515-239-3770
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A20,5152393790,515-239-3790
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A21,5515291104,515-291-1048
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A22,8515291156,515-291-1564
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A23,5158275096,515-827-5096
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A24,5153823521,515-382-3521
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A25,6515433002,515-433-0020
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A26,5515232054,515-232-0540
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A27,5152682400,515-268-2400
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A28,6151538711,515-387-1115
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A29,5152752912,515-275-2912
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A30,7651543843,515-438-4333
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A31,5152324332,515-232-4332
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A32,6151523243,515-232-4332
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A33,5515232054,515-232-0540
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A34,7651543843,515-438-4333
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A35,5152393775,515-239-3775
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A36,5152682470,515-268-2470
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A37,5152333141,515-233-3141
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A38,5152283890,515-228-3890
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A39,7515291905,515-291-9050
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A40,6515451433,515-451-4335
ExcelTask1\R_23U1a2KRqEujgWX_TasksPhoneNumbers.xlsm,A41,,515-232-4332
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A2,,515-233-1872
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A3,,515-382-2383
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A4,,515-433-0800
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A5,,515-432-5319
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A6,,515-220-4306
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A7,,515-433-0840
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A8,,641-227-3103
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A9,,515-239-3770
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A10,,515-239-3765
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A11,,515-242-8425
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A12,,515-433-0860
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A13,,515-239-3760
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A14,,515-733-4386
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A15,,515-795-2359
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A16,,515-232-3744
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A17,,515-275-2795
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A18,,515-999-2357
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A19,,515-239-3770
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A20,,515-239-3790
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A21,,515-291-1048
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A22,,515-291-1564
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A23,,515-827-5096
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A24,,515-382-3521
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A25,,515-433-0020
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A26,,515-232-0540
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A27,,515-268-2400
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A28,,515-387-1115
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A29,,515-275-2912
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A30,,515-438-4333
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A31,,515-232-4332
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A32,,515-232-4332
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A33,,515-232-0540
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A34,,515-438-4333
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A35,,515-239-3775
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A36,,515-268-2470
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A37,,515-233-3141
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A38,,515-228-3890
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A39,,515-291-9050
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A40,,515-451-4335
ExcelTask1\R_23UC6zq1ufi5GyC_Copy_of_TasksPhoneNumbers.xlsm,A41,,515-232-4332
ExcelTask1\R_264iq94dmLrjpFb_TasksPhoneNumbers.xlsm,A31,515-232-4332 ext 4403,515-232-4332
ExcelTask1\R_264iq94dmLrjpFb_TasksPhoneNumbers.xlsm,A32,515-232-4332 ext 4403,515-232-4332
ExcelTask1\R_264iq94dmLrjpFb_TasksPhoneNumbers.xlsm,A37,515-233-3141 x4450,515-233-3141
ExcelTask1\R_264iq94dmLrjpFb_TasksPhoneNumbers.xlsm,A41,515-232-4332 ext 4403,515-232-4332
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A2,Taggert Boys & Girls Club Todd Jorgensen 210 South 5th Street Ames 50010 515-233-1872 jorgensen23@aol.com Yes,515-233-1872
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A3,Aichele Central Elementary School Kathy Goecke 910 10th Street Neveda 50201 515-382-2383 kgoecke@nevada.k12.ia.us Yes,515-382-2383
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A4,Deyo Chris Myers 106 Webster Street Boone 50036 515-433-0800 cjmyers@boone.k12.ia.us Yes,515-433-0800
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A5,Amann Community Schools Sara keehn 1284 U Avenue Boone 50036 515-432-5319 skeehn@united .k12.ia.us Yes,515-432-5319
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A6,Hasson East Elementary School Mike Macki 505 West 4th Street Cambridge 50046 515-220-4306 mmacki@ballard.k12.ia.us Yes,515-220-4306
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A7,Delange Elementary Chris Myers 102 South Boone Street Boone 50036 515-433-0840 cjmyers@boone.k12.ia.us Yes,515-433-0840
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A8,"Ream Elementary School Anna Travis, Joe Engel 202 East State Street Baxter 50028 641-227-3103 jengel@baxter.k12.ia.us Yes",641-227-3103
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A9,Steinman Elementary School Bev Shirbroun 301 20th Street Ames 50010 515-239-3770 bev.shirbroun@ames.k12.ia.us Yes,515-239-3770
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A10,Schaar Elementary School Carol Page 1400 McKinley Drive Ames 50010 515-239-3765 carol.page@ames.k12.ia.us Yes,515-239-3765
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A11,Cranston Elementary School Cindy Wissler 2250 30th Street Des Moines 50310 515-242-8425 cynthia.wissler@dmps.k12.ia.us Yes,515-242-8425
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A12,Fields Elementary School Dan Gould 1903 Crawford Street Boone 50036 515-433-0860 dangould@boone.k12.ia.us Yes,515-433-0860
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A13,Goh Elementary School Dave Peterson 3622 Woodland Street Ames 50323 515-239-3760 david.peterson@ames.k12.ia.us Yes,515-239-3760
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A14,Judson Elementary School Ellen Lyman 900 Hillcrest Drive Story City 50248 515-733-4386 elyman@roland-story.k12.ia.us Yes,515-733-4386
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A15,Sword Elementary School Gayle Strickland 213 West 1st Street Madrid 50156 515-795-2359 gstrickland@madrid.k12.ia.us Yes,515-795-2359
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A16,Arboleda Elementary School Kathy Halleland 109 Rothmoor Drive Gilbert 50105 515-232-3744 hallelandk@gilbert.k12.ia.us Yes,515-232-3744
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A17,Heaston Elementary School Mike VanSickle 307 Southeast 2nd Street Ogden 50212 515-275-2795 Mike.VanSickle@ogden.k12.ia.us Yes,515-275-2795
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A18,Hoberg Elementary School Sarah Harbaugh 2220 State Street Granger 50109 515-999-2357 sharbaugh@woodward-granger.k12.ia.us Yes,515-999-2357
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A19,Coppin Elementary School Steve Flynn 300 20th Street Ames 50010 515-239-3770 steve.flynn@ames.k12.ia.us Yes,515-239-3770
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A20,Cornelius Elementary School Sue Lawler 4316 Ontario Street Ames 50014 515-239-3790 sue.lawler@gmail.com Yes,515-239-3790
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A21,Bleakley Elementary YSS Michelle Hertzke 109 Rothmoor Drive Gilbert 50105 515-291-1048 kcgilbert@yss.ames.ia.us Yes,515-291-1048
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A22,Lombardi Elementary YSS Neomi Rodarte contact Laura 900 Hillcrest Drive Story City 50248 515-291-1564 kcrolandstory@yss.ames.ia.us Yes,515-291-1564
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A23,Walpole Hamilton Elementary School Paul Hemphill 315 Division St Jewell 50130 515-827-5096 paul_hemphill@s-hamilton.k12.ia.us Yes,515-827-5096
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A24,Kinser Middle School Adele Beauchene 1035 15th Street Neveda 50201 515-382-3521 abeauchene@nevada.k12.ia.us Yes,515-382-3521
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A25,Suazo Middle School Carolyn Clark 1640 1st Street Boone 50036 515-433-0020 cclark@boone.k12.ia.us Yes,515-433-0020
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A26,Autrey Middle School Chris Billings 201 E Mathews Drive Gilbert 50105 515-232-0540 billingsc@gilbert.k12.ia.us Yes,515-232-0540
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A27,Candanoza Middle School Jeff Anderson 3915 Mortensen Road Ames 50014 515-268-2400 jeff.anderson@ames.k12.ia.us Yes,515-268-2400
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A28,Petties Middle School Jon Richards 400 Metcalf Street Maxwell 50161 515-387-1115 jrichards@collins-maxwell.k12.ia.us Yes,515-387-1115
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A29,Pittard Middle School Mike Van Sickle 313 West Sycamore Street Ogden 50212 515-275-2912 Mike.VanSickle@ogden.k12.ia.us Yes,515-275-2912
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A30,Musso Middle School Scott Chapman 306 West 3rd Street Woodward 50276 515-438-4333 schapman@woodward-granger.k12.ia.us Yes,515-438-4333
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A31,"Mccane Middle School YSS ASP Nicole Evans 509 N. Main, PO Box 307` Huxley 50124 515-232-4332 ext 4403 nevans@yss.ames.ia.us Yes",515-232-4332
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A32,Farrand Middle School YSS-ASP Nicole Evans 400 Metcalf Street Maxwell 50161 515-232-4332 ext 4403 nevans@yss.ames.ia.us yes,515-232-4332
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A33,Scholl Middle School-ASP Chris Billings 201 E Mathews Drive Gilbert 50105 515-232-0540 billingsc@gilbert.k12.ia.us Yes,515-232-0540
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A34,Reichert Middle School-ASP Scott Chapman 306 West 3rd Street Woodward 50276 515-438-4333 schapman@woodward-granger.k12.ia.us Yes,515-438-4333
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A35,Doughtie Mitchell Elementary School Kari Ellett; Pam Stangeland 3521 Jewel Drive Ames 50010 515-239-3775 kellett@ames.k12.ia.us Yes,515-239-3775
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A36,Pardue Preschool Center Jody Klaver 3012 Duff Ave Ames 50010 515-268-2470 jklaver@ames.k12.ia.us Yes,515-268-2470
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A37,Coto Program Coordinator Laura Teske 420 Kellogg Street Ames 50010 515-233-3141 x4450 lteske@yss.ames.ia.us Yes,515-233-3141
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A38,Godbey West Elementary School Marty Jimmerson 105 East Main Street Slater 50244 515-228-3890 mjimmerson@ballard.k12.ia.us Yes,515-228-3890
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A39,Cude West YSS Kate Sparks 105 East Main Street Slater 50047 515-291-9050 kcballard@yss.ames.ia.us Yes,515-291-9050
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A40,Czarnecki YSS Audrey Cory 102 South Boone Street Boone 50036 515-451-4335 kcboone@yss.ames.ia.us Yes,515-451-4335
ExcelTask1\R_269Fyy70p4JToIN_TasksPhoneNumbers.xlsm,A41,"Pontious YSS Program Jenifer Kellio 509 N. Main, PO Box 307` Huxley 50124 515-232-4332 ext 4403",515-232-4332
ExcelTask1\R_26gvth4PtHrIZXr_TasksPhoneNumbers.xlsm,A3,5159382-2383,515-382-2383
ExcelTask1\R_26gvth4PtHrIZXr_TasksPhoneNumbers.xlsm,A11,515-243-8425,515-242-8425
ExcelTask1\R_26gvth4PtHrIZXr_TasksPhoneNumbers.xlsm,A17,5153-275-2795,515-275-2795
ExcelTask1\R_26gvth4PtHrIZXr_TasksPhoneNumbers.xlsm,A20, 515-239-3793,515-239-3790
ExcelTask1\R_26gvth4PtHrIZXr_TasksPhoneNumbers.xlsm,A29,515 -275-2912,515-275-2912
ExcelTask1\R_2aa79HHvLZz7c2E_TasksPhoneNumbers.xlsm,A2,,515-233-1872
ExcelTask1\R_2aa79HHvLZz7c2E_TasksPhoneNumbers.xlsm,A3,,515-382-2383
ExcelTask1\R_2aa79HHvLZz7c2E_TasksPhoneNumbers.xlsm,A4,,515-433-0800
ExcelTask1\R_2aa79HHvLZz7c2E_TasksPhoneNumbers.xlsm,A5,,515-432-5319
ExcelTask1\R_2aa79HHvLZz7c2E_TasksPhoneNumbers.xlsm,A6,,515-220-4306
ExcelTask1\R_2aa79HHvLZz7c2E_TasksPhoneNumbers.xlsm,A7,,515-433-0840
ExcelTask1\R_2aa79HHvLZz7c2E_TasksPhoneNumbers.xlsm,A8,,641-227-3103
ExcelTask1\R_2aa79HHvLZz7c2E_TasksPhoneNumbers.xlsm,A9,,515-239-3770
ExcelTask1\R_2aa79HHvLZz7c2E_TasksPhoneNumbers.xlsm,A10,,515-239-3765
ExcelTask1\R_2aa79HHvLZz7c2E_TasksPhoneNumbers.xlsm,A11,,515-242-8425
ExcelTask1\R_2aa79HHvLZz7c2E_TasksPhoneNumbers.xlsm,A12,,515-433-0860
ExcelTask1\R_2aa79HHvLZz7c2E_TasksPhoneNumbers.xlsm,A13,,515-239-3760
ExcelTask1\R_2aa79HHvLZz7c2E_TasksPhoneNumbers.xlsm,A14,,515-733-4386
ExcelTask1\R_2aa79HHvLZz7c2E_TasksPhoneNumbers.xlsm,A15,,515-795-2359
ExcelTask1\R_2aa79HHvLZz7c2E_TasksPhoneNumbers.xlsm,A16,,515-232-3744
ExcelTask1\R_2aa79HHvLZz7c2E_TasksPhoneNumbers.xlsm,A17,,515-275-2795
ExcelTask1\R_2aa79HHvLZz7c2E_TasksPhoneNumbers.xlsm,A18,,515-999-2357
ExcelTask1\R_2aa79HHvLZz7c2E_TasksPhoneNumbers.xlsm,A19,,515-239-3770
ExcelTask1\R_2aa79HHvLZz7c2E_TasksPhoneNumbers.xlsm,A20,,515-239-3790
ExcelTask1\R_2aa79HHvLZz7c2E_TasksPhoneNumbers.xlsm,A21,,515-291-1048
ExcelTask1\R_2aa79HHvLZz7c2E_TasksPhoneNumbers.xlsm,A22,,515-291-1564
ExcelTask1\R_2aa79HHvLZz7c2E_TasksPhoneNumbers.xlsm,A23,,515-827-5096
